Населённый пункт,Год,Месяц,День,Время_суток,Температура,Скорость_ветра(м/с),Направление_ветра,Давление,Влажность,Осадки_(м/м),Погода
strelna,2022,december,29,утро,0°,2,Северный ветер,758,74,без осадков,пасмурно
strelna,2022,december,29,день,-3°,5,Восточный ветер,759,86,без осадков,пасмурно
strelna,2022,december,29,вечер,-2°,6,Восточный ветер,758,90,без осадков,пасмурно
strelna,2022,december,30,ночь,-3°,6,Восточный ветер,755,93,без осадков,пасмурно
strelna,2022,december,30,утро,-1°,7,Восточный ветер,752,93,без осадков,снег
strelna,2022,december,30,день,0°,6,Восточный ветер,751,93,без осадков,пасмурно
strelna,2022,december,30,вечер,+2°,4,Юго-западный ветер,751,93,без осадков,пасмурно
strelna,2022,december,31,ночь,+2°,3,Юго-западный ветер,754,87,без осадков,пасмурно
strelna,2022,december,31,утро,+3°,4,Юго-западный ветер,756,87,без осадков,пасмурно
strelna,2022,december,31,день,+2°,7,Юго-восточный ветер,754,93,без осадков,пасмурно
strelna,2022,december,31,вечер,+2°,8,Южный ветер,751,87,без осадков,пасмурно
strelna,2023,january,1,ночь,+2°,4,Южный ветер,748,93,без осадков,пасмурно
strelna,2023,january,1,утро,+3°,7,Южный ветер,747,93,без осадков,пасмурно
strelna,2023,january,1,день,+2°,6,Западный ветер,747,87,без осадков,пасмурно
strelna,2023,january,1,вечер,0°,5,Западный ветер,750,83,без осадков,пасмурно
strelna,2023,january,2,ночь,-2°,6,Западный ветер,752,86,без осадков,облачно
strelna,2023,january,2,утро,-1°,6,Западный ветер,756,80,без осадков,малооблачно
strelna,2023,january,2,день,0°,6,Западный ветер,760,80,без осадков,малооблачно
strelna,2023,january,2,вечер,0°,4,Западный ветер,762,80,без осадков,пасмурно
strelna,2023,january,3,ночь,-3°,4,Восточный ветер,759,93,без осадков,туман
strelna,2023,january,3,утро,-2°,4,Восточный ветер,754,93,без осадков,снег
strelna,2023,january,3,день,0°,6,Восточный ветер,751,86,без осадков,снег
strelna,2023,january,3,вечер,-1°,5,Северо-восточный ветер,754,83,без осадков,пасмурно
strelna,2023,january,4,ночь,-2°,4,Северный ветер,759,80,без осадков,пасмурно
strelna,2023,january,4,утро,-3°,3,Западный ветер,760,80,без осадков,пасмурно
strelna,2023,january,4,день,-3°,4,Северо-западный ветер,759,86,без осадков,снег
strelna,2023,january,4,вечер,-3°,4,Северо-западный ветер,760,80,без осадков,пасмурно
strelna,2023,january,5,ночь,-14°,4,Западный ветер,759,85,без осадков,пасмурно
strelna,2023,january,5,утро,-12°,2,Западный ветер,758,79,без осадков,пасмурно
strelna,2023,january,5,день,-9°,6,Северо-восточный ветер,759,79,без осадков,пасмурно
strelna,2023,january,5,вечер,-12°,2,Восточный ветер,761,79,без осадков,пасмурно
strelna,2023,january,6,ночь,-16°,1,Северный ветер,764,78,без осадков,пасмурно
strelna,2023,january,6,утро,-13°,1,Юго-западный ветер,766,78,без осадков,пасмурно
strelna,2023,january,6,день,-7°,2,Юго-западный ветер,768,79,без осадков,пасмурно
strelna,2023,january,6,вечер,-7°,3,Западный ветер,769,86,без осадков,пасмурно
strelna,2023,january,7,ночь,-7°,1,Северный ветер,770,79,без осадков,пасмурно
strelna,2023,january,7,утро,-7°,3,Северный ветер,771,79,без осадков,пасмурно
strelna,2023,january,7,день,-7°,3,Юго-западный ветер,772,62,без осадков,пасмурно
strelna,2023,january,7,вечер,-12°,2,Южный ветер,772,72,без осадков,ясно
strelna,2023,january,8,ночь,-20°,4,Восточный ветер,772,78,без осадков,ясно
strelna,2023,january,8,утро,-17°,5,Восточный ветер,771,71,без осадков,ясно
strelna,2023,january,8,день,-16°,7,Восточный ветер,769,71,без осадков,ясно
strelna,2023,january,8,вечер,-14°,7,Восточный ветер,768,66,без осадков,ясно
strelna,2023,january,9,ночь,-13°,7,Восточный ветер,767,72,без осадков,пасмурно
strelna,2023,january,9,утро,-11°,8,Восточный ветер,765,75,без осадков,пасмурно
strelna,2023,january,9,день,-9°,8,Восточный ветер,765,73,без осадков,пасмурно
strelna,2023,january,9,вечер,-8°,6,Восточный ветер,765,67,без осадков,пасмурно
strelna,2023,january,10,ночь,-9°,6,Восточный ветер,765,57,без осадков,пасмурно
strelna,2023,january,10,утро,-9°,7,Восточный ветер,764,73,без осадков,пасмурно
strelna,2023,january,10,день,-7°,7,Восточный ветер,762,79,без осадков,снег
strelna,2023,january,10,вечер,-4°,6,Юго-восточный ветер,762,80,без осадков,пасмурно
strelna,2023,january,11,ночь,-2°,7,Южный ветер,762,80,без осадков,пасмурно
strelna,2023,january,11,утро,-1°,7,Южный ветер,762,80,без осадков,пасмурно
strelna,2023,january,11,день,-2°,9,Южный ветер,762,80,без осадков,пасмурно
strelna,2023,january,11,вечер,-3°,8,Южный ветер,762,80,без осадков,пасмурно
strelna,2023,january,12,ночь,-4°,6,Юго-восточный ветер,761,74,без осадков,пасмурно
strelna,2023,january,12,утро,-3°,6,Юго-восточный ветер,758,74,без осадков,пасмурно
strelna,2023,january,12,день,-4°,6,Южный ветер,756,80,без осадков,снег
strelna,2023,january,12,вечер,-3°,6,Южный ветер,756,74,без осадков,снег
strelna,2023,january,13,ночь,-3°,6,Южный ветер,755,86,без осадков,пасмурно
strelna,2023,january,13,утро,0°,7,Юго-восточный ветер,750,86,без осадков,снег
strelna,2023,january,13,день,+1°,6,Южный ветер,752,87,без осадков,пасмурно
